Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRRMAICTF000;2022-03-31;2022-03-31;0.26000000000;Março/2022;2022-04-11;;907541101916668421
RENDIMENTO;BRRMAICTF000;2022-02-25;2022-02-25;0.26000000000;Fevereiro/2022;2022-03-10;;16294051048794648573
RENDIMENTO;BRRMAICTF000;2022-01-31;2022-01-31;0.43000000000;Janeiro/2022;2022-02-10;;5597875228136571408
RENDIMENTO;BRRMAICTF000;2021-12-30;2021-12-30;0.43000000000;Dezembro/2021;2022-01-11;;7948010778617813679
RENDIMENTO;BRRMAICTF000;2021-11-30;2021-11-30;0.43000000000;Novembro/2021;2021-12-13;;14757226904049696163
RENDIMENTO;BRRMAICTF000;2021-10-28;2021-10-28;0.26000000000;outubro/2021;2021-11-11;;1027882024567879402
RENDIMENTO;BRRMAICTF000;2021-10-04;2021-10-04;0.26000000000;Setembro/2021;2021-10-11;;11718866245763785482
RENDIMENTO;BRRBHGCTF002;2022-05-31;2022-05-31;1.30000000000;Maio/2022;2022-06-14;;787388909232594041
RENDIMENTO;BRRBHGCTF002;2022-04-29;2022-04-29;1.15000000000;Abril/2022;2022-05-13;;16911717023635445222
RENDIMENTO;BRRBHGCTF002;2022-03-31;2022-03-31;1.10000000000;Março/2022;2022-04-14;;4155239890101366118
RENDIMENTO;BRRBHGCTF002;2022-02-25;2022-02-25;1.10000000000;Fevereiro/2022;2022-03-15;;799305690015219630
RENDIMENTO;BRRBHGCTF002;2022-01-31;2022-01-31;0.95000000000;Janeiro/2022;2022-02-14;;10634858515223297243
RENDIMENTO;BRRBHGCTF002;2021-12-30;2021-12-30;1.44000000000;Dezembro/2021;2022-01-14;;1040692591773971334
RENDIMENTO;BRRBHGCTF002;2021-11-30;2021-11-30;1.10000000000;Novembro/2021;2021-12-14;;15716476149774205915
RENDIMENTO;BRRBHGCTF002;2021-10-29;2021-10-29;1.10000000000;Outubro/2021;2021-11-16;;4799270770544737540
RENDIMENTO;BRRBHGCTF002;2021-09-30;2021-09-30;0.90000000000;Setembro/2021;2021-10-15;;3105731241742419364
RENDIMENTO;BRRBHYCTF005;2022-05-31;2022-05-31;1.45000000000;Maio/2022;2022-06-14;;5275344158498820488
RENDIMENTO;BRRBHYCTF005;2022-04-29;2022-04-29;1.30000000000;Abril/2022;2022-05-13;;6308239254408747942
RENDIMENTO;BRRBHYR08M16;2022-04-29;2022-04-29;1.30000000000;Abril/2022;2022-05-13;;18132315894629202755
RENDIMENTO;BRRBHYR09M15;2022-04-29;2022-04-29;1.30000000000;Abril/2022;2022-05-13;;12789566267493956930
RENDIMENTO;BRRBHYR10M12;2022-04-29;2022-04-29;1.30000000000;Abril/2022;2022-05-13;;12430007063899832625
RENDIMENTO;BRRBHYR11M11;2022-04-29;2022-04-29;0.68421052631;Abril/2022;2022-05-13;;13500595876615639872
RENDIMENTO;BRRBHYR08M16;2022-04-01;2022-04-01;1.18181818181;Março/2022;2022-04-14;;16348733341369645833
RENDIMENTO;BRRBHYR09M15;2022-04-01;2022-04-01;0.53181818181;Março/2022;2022-04-14;;640497558018358515
RENDIMENTO;BRRBHYCTF005;2022-03-31;2022-03-31;1.30000000000;Março/2022;2022-04-14;;2222717645583925191
RENDIMENTO;BRRBHYCTF005;2022-02-25;2022-02-25;1.30000000000;Fevereiro/2022;2022-03-15;;7806995355803305754
RENDIMENTO;BRRBHYCTF005;2022-01-31;2022-01-31;1.10000000000;Janeiro/2022;2022-02-14;;11964226559872120535
RENDIMENTO;BRRBHYCTF005;2021-12-30;2021-12-30;1.98000000000;Dezembro/2021;2022-01-14;;10490017289356052114
RENDIMENTO;BRRBHYCTF005;2021-11-30;2021-11-30;1.60000000000;Novembro/2021;2021-12-14;;6595351433468324495
RENDIMENTO;BRRBHYCTF005;2021-10-29;2021-10-29;1.50000000000;Outubro/2021;2021-11-16;;5390304005627974307
RENDIMENTO;BRRBHYCTF005;2021-09-30;2021-09-30;1.10000000000;Setembro/2021;2021-10-15;;10157186061267420971
RENDIMENTO;BRRBHYCTF005;2021-08-31;2021-08-31;0.83000000000;Agosto/2021;2021-09-15;;15048327003581865071
RENDIMENTO;BRRBHYCTF005;2021-07-30;2021-07-30;0.80000000000;Julho/2021;2021-08-13;;16221680404339798023
RENDIMENTO;BRRBHYR06M18;2021-07-30;2021-07-30;0.54545454545;Julho/2021;2021-08-13;;870340474137350122
RENDIMENTO;BRRBHYR07M17;2021-07-30;2021-07-30;0.80000000000;Julho/2021;2021-08-13;;11431895782331537572
RENDIMENTO;BRRBHYCTF005;2021-06-30;2021-06-30;1.25000000000;Junho/2021;2021-07-14;;16895252826897402745
RENDIMENTO;BRRBVOCTF007;2022-05-31;2022-05-31;0.00998835000;maio/2022/2022;2022-06-08;;16941093337572312929
RENDIMENTO;BRRBVOCTF007;2022-04-29;2022-04-29;0.04004990074;abril/2022/2022;2022-05-09;;1067290120472935413
RENDIMENTO;BRRBVOCTF007;2022-03-31;2022-03-31;0.01963848000;março/2022/2022;2022-04-08;;7982800487527374629
RENDIMENTO;BRRBVOCTF007;2022-02-25;2022-02-25;0.07000000000;fevereiro/2022/2022;2022-03-09;;1242801938565975293
RENDIMENTO;BRRBVOCTF007;2022-01-31;2022-01-31;0.04549415000;janeiro/2022/2022;2022-02-08;;15053041903257587098
RENDIMENTO;BRRBVOCTF007;2021-12-30;2021-12-30;0.05296037000;dezembro/2021/2021;2022-01-10;;2547908204094236450
RENDIMENTO;BRRBVOCTF007;2021-11-30;2021-11-30;0.03474280000;novembro/2021/2021;2021-12-08;;3341436303607176171
RENDIMENTO;BRRBVOCTF007;2021-10-29;2021-10-29;0.04245385000;outubro/2021/2021;2021-11-09;;14467953112682920690
RENDIMENTO;BRRBVOCTF007;2021-09-30;2021-09-30;0.05467129000;setembro/2021/2021;2021-10-08;;748019668392447117
RENDIMENTO;BRRBVOCTF007;2021-08-31;2021-08-31;0.06001838000;agosto/2021/2021;2021-09-09;;14657116557122337866
RENDIMENTO;BRRBVOCTF007;2021-07-30;2021-07-30;0.03557787000;julho/2021/2021;2021-08-09;;7714883911588716116
RENDIMENTO;BRRBVOCTF007;2021-06-30;2021-06-30;0.04610319000;junho/2021/2021;2021-07-08;;5212407154363458055
AMORTIZACAO RF;BRRBVOCTF007;2020-12-10;2020-12-10;9.77628028000;20/12/19-20/12/20/2020;2020-12-29;;16616050336137996723
RENDIMENTO;BRRBFFCTF008;2022-05-31;2022-05-31;0.50000000000;Maio/2022;2022-06-13;;17133337338789534236
RENDIMENTO;BRRBFFCTF008;2022-04-29;2022-04-29;0.48000000000;Abril/2022;2022-05-13;;9241983029496564515
RENDIMENTO;BRRBFFCTF008;2022-03-31;2022-03-31;0.47000000000;Março/2022;2022-04-18;;16407983267965241183
RENDIMENTO;BRRBFFCTF008;2022-02-25;2022-02-25;0.47000000000;Fevereiro/2022;2022-03-15;;16516463813548441902
RENDIMENTO;BRRBFFCTF008;2022-01-31;2022-01-31;0.47000000000;Janeiro/2022;2022-02-15;;1560311602120317920
RENDIMENTO;BRRBFFCTF008;2021-12-30;2021-12-30;0.47000000000;Dezembro/2021;2022-01-14;;12269096211628727896
RENDIMENTO;BRRBFFCTF008;2021-11-30;2021-11-30;0.47000000000;Novembro/2021;2021-12-15;;1464635025425478503
RENDIMENTO;BRRBFFCTF008;2021-10-29;2021-10-29;0.47000000000;Outubro/2021;2021-11-12;;2202093475419755137
RENDIMENTO;BRRBFFCTF008;2021-09-30;2021-09-30;0.47000000000;Setembro/2021;2021-10-15;;977345561574493083
RENDIMENTO;BRRBFFCTF008;2021-08-31;2021-08-31;0.47000000000;Agosto/2021;2021-09-15;;10822846439866821804
RENDIMENTO;BRRBFFCTF008;2021-07-30;2021-07-30;0.47000000000;Julho/2021;2021-08-13;;11829523819498921591
RENDIMENTO;BRRBFFCTF008;2021-06-30;2021-06-30;0.47000000000;Junho/2021;2021-07-15;;9200554801163443879
RENDIMENTO;BRRBRSCTF006;2022-05-31;2022-05-31;0.48000000000;MAIO/2022;2022-06-15;;9166326025132187578
RENDIMENTO;BRRBRSCTF006;2022-04-29;2022-04-29;0.44000000000;Abril/2022;2022-05-13;;12920020779143453146
RENDIMENTO;BRRBRSCTF006;2022-03-31;2022-03-31;0.43000000000;Março/2022;2022-04-14;;11242758337620761916
RENDIMENTO;BRRBRSR04M16;2022-03-21;2022-03-21;0.42000000000;Março/2022;2022-03-28;;8162031982060744880
RENDIMENTO;BRRBRSCTF006;2022-02-25;2022-02-25;0.42000000000;Fevereiro/2022;2022-03-15;;933442749535548291
RENDIMENTO;BRRBRSCTF006;2022-01-31;2022-01-31;0.42000000000;Janeiro/2022;2022-02-15;;4757085722297384973
RENDIMENTO;BRRBRSCTF006;2021-12-30;2021-12-30;0.42000000000;Dezembro/2021;2022-01-14;;18158582251035150845
RENDIMENTO;BRRBRSCTF006;2021-11-30;2021-11-30;0.42000000000;Novembro/2021;2021-12-15;;17931617280445298374
RENDIMENTO;BRRBRSCTF006;2021-10-29;2021-10-29;0.42000000000;Outubro/2021;2021-11-12;;1611640632090436768
RENDIMENTO;BRRBRSCTF006;2021-09-30;2021-09-30;0.42000000000;Setembro/2021;2021-10-15;;8181807217732504273
RENDIMENTO;BRRBRSCTF006;2021-08-31;2021-08-31;0.42000000000;Agosto/2021;2021-09-15;;4848639561490777395
RENDIMENTO;BRRBRSR02M18;2021-08-31;2021-08-31;0.24000000000;Agosto/2021;2021-09-15;;18222566010481374173
RENDIMENTO;BRRBRSR03M17;2021-08-31;2021-08-31;0.24000000000;Agosto/2021;2021-09-15;;722117239830868104
RENDIMENTO;BRRBRSCTF006;2021-07-30;2021-07-30;0.42000000000;Julho/2021;2021-08-13;;11849515255697553894
RENDIMENTO;BRRBRSR02M18;2021-07-30;2021-07-30;0.14000000000;Julho/2021;2021-08-13;;10118361275759274523
RENDIMENTO;BRRBRSR03M17;2021-07-30;2021-07-30;0.01000000000;Julho/2021;2021-08-13;;3827182345537691984
RENDIMENTO;BRRBRSCTF006;2021-06-30;2021-06-30;0.40000000000;Junho/2021;2021-07-15;;16689002798940221141
RENDIMENTO;BRRZAKCTF008;2022-06-14;2022-06-14;1.80000000000;Maio/2022;2022-06-22;;17189632111467611126
RENDIMENTO;BRRZAKR04M15;2022-06-14;2022-06-14;0.49000000000;Maio/2022;2022-06-22;;11825876990020756663
RENDIMENTO;BRRZAKCTF008;2022-05-13;2022-05-13;1.80000000000;Abril/2022;2022-05-20;;9828376967705499873
RENDIMENTO;BRRZAKCTF008;2022-04-14;2022-04-14;1.20000000000;Março/2022;2022-04-25;;1403155874551015559
RENDIMENTO;BRRZAKCTF008;2022-03-15;2022-03-15;1.30000000000;Fevereiro/2022;2022-03-22;;9330008228347438767
RENDIMENTO;BRRZAKCTF008;2022-02-14;2022-02-14;1.30000000000;Janeiro/2022;2022-02-21;;4621030837616883715
RENDIMENTO;BRRZAKCTF008;2022-01-14;2022-01-14;1.32380534000;Dezembro/2021;2022-01-21;;9283839840346090012
RENDIMENTO;BRRZAKCTF008;2021-12-14;2021-12-14;1.10000000000;Novembro/2021;2021-12-21;;8423807188053048139
RENDIMENTO;BRRZAKCTF008;2021-11-16;2021-11-16;1.00000000000;Outubro/2021;2021-11-23;;944750052421603317
RENDIMENTO;BRRZAKCTF008;2021-10-15;2021-10-15;0.75000000000;Setembro/2021;2021-10-22;;18166200204321430892
RENDIMENTO;BRRZAKCTF008;2021-09-15;2021-09-15;0.60000000000;Agosto/2021;2021-09-22;;11669150349707814400
RENDIMENTO;BRRZAKCTF008;2021-08-13;2021-08-13;0.80000000000;Julho/2021;2021-08-20;;3680407476139532263
RENDIMENTO;BRRZAKCTF008;2021-07-15;2021-07-15;1.03875800400;Junho/2021;2021-07-22;;6346971072898078250
RENDIMENTO;BRARCTCTF008;2022-06-14;2022-06-14;1.86000000000;Maio/2022;2022-06-22;;17583380837992251935
RENDIMENTO;BRARCTR13M12;2022-06-14;2022-06-14;0.50000000000;Maio/2022;2022-06-22;;2693446743767325005
RENDIMENTO;BRARCTCTF008;2022-05-13;2022-05-13;2.02000000000;Abril/2022;2022-05-20;;11483987384713007937
RENDIMENTO;BRARCTCTF008;2022-04-14;2022-04-14;1.64051426600;Março/2022;2022-04-25;;10357857815860822685
RENDIMENTO;BRARCTCTF008;2022-03-15;2022-03-15;1.64963980500;Fevereiro/2022;2022-03-22;;7344105169762905221
RENDIMENTO;BRARCTCTF008;2022-02-14;2022-02-14;1.50000000000;Janeiro/2022;2022-02-21;;5536098447625538281
RENDIMENTO;BRARCTR08M19;2022-02-14;2022-02-14;0.56691753500;Janeiro/2022;2022-02-21;;3182892571310034479
RENDIMENTO;BRARCTR09M18;2022-02-14;2022-02-14;0.56691753500;Janeiro/2022;2022-02-21;;5705218305015358831
RENDIMENTO;BRARCTR10M15;2022-02-14;2022-02-14;0.54425468900;Janeiro/2022;2022-02-21;;12158707150506507328
RENDIMENTO;BRARCTR11M14;2022-02-14;2022-02-14;0.28649459500;Janeiro/2022;2022-02-21;;3123128170405326256
RENDIMENTO;BRARCTR12M13;2022-02-14;2022-02-14;0.10069736600;Janeiro/2022;2022-02-21;;2626223869446402127
RENDIMENTO;BRARCTCTF008;2022-01-14;2022-01-14;1.70215316800;Dezembro/2021;2022-01-21;;5055271865345205532
RENDIMENTO;BRARCTR08M19;2022-01-14;2022-01-14;0.68536279800;Dezembro/2021;2022-01-21;;15251946031633070054
RENDIMENTO;BRARCTR09M18;2022-01-14;2022-01-14;0.45420718900;Dezembro/2021;2022-01-21;;7958538549897131940
RENDIMENTO;BRARCTR10M15;2022-01-14;2022-01-14;0.20686751800;Dezembro/2021;2022-01-21;;15014163927625403781
RENDIMENTO;BRARCTCTF008;2021-12-14;2021-12-14;1.74086253600;Novembro/2021;2021-12-21;;2339773834058135318
RENDIMENTO;BRARCTCTF008;2021-11-16;2021-11-16;1.43823954900;Outubro/2021;2021-11-23;;10760557412237709322
RENDIMENTO;BRARCTCTF008;2021-10-15;2021-10-15;1.12287414900;Setembro/2021;2021-10-22;;4228503291769157338
RENDIMENTO;BRARCTCTF008;2021-09-15;2021-09-15;0.92518453600;Agosto/2021;2021-09-22;;4519602220613351985
RENDIMENTO;BRARCTCTF008;2021-08-13;2021-08-13;0.81819147600;Julho/2021;2021-08-20;;5747817807831428571
RENDIMENTO;BRARCTCTF008;2021-07-15;2021-07-15;0.90409804200;Junho/2021;2021-07-22;;6144671648035306785
RENDIMENTO;BRSADICTF007;2022-05-31;2022-05-31;1.06000000000;Maio/2022/2022;2022-06-14;;17451221205832040816
RENDIMENTO;BRSADICTF007;2022-04-29;2022-04-29;0.90000000000;Abril/2022/2022;2022-05-13;;12943892454418443635
RENDIMENTO;BRSADICTF007;2022-03-31;2022-03-31;0.93000000000;Março/2022/2022;2022-04-14;;12806558538060976696
RENDIMENTO;BRSADICTF007;2022-02-25;2022-02-25;0.85000000000;Fevereiro/2022/2022;2022-03-15;;4501809814534171649
RENDIMENTO;BRSADICTF007;2022-01-31;2022-01-31;0.80000000000;Janeiro/2021/2022;2022-02-14;;3819004200279079851
RENDIMENTO;BRSADICTF007;2021-12-30;2021-12-30;0.77000000000;Dezembro2021/2021;2022-01-14;;7276262639164616938
RENDIMENTO;BRSADICTF007;2021-11-30;2021-11-30;0.59000000000;Novembro/2021/2021;2021-12-14;;13640233614890819545
RENDIMENTO;BRSADICTF007;2021-10-29;2021-10-29;0.51000000000;Outubro/2021/2021;2021-11-16;;15131186093281928119
RENDIMENTO;BRSADICTF007;2021-09-30;2021-09-30;0.46000000000;Setembro/2021/2021;2021-10-15;;5572087849170756960
RENDIMENTO;BRSADICTF007;2021-08-31;2021-08-31;0.43000000000;Agosto/2021/2021;2021-09-15;;15910714183143689068
RENDIMENTO;BRSADICTF007;2021-07-30;2021-07-30;0.41000000000;Julho/2021/2021;2021-08-13;;1545770389406882152
RENDIMENTO;BRSADICTF007;2021-06-30;2021-06-30;0.32000000000;Junho/2021/2021;2021-07-14;;12922226481885586085
RENDIMENTO;BRSARECTF006;2022-05-31;2022-05-31;0.62000000000;Maio/2022/2022;2022-06-14;;16507160359151474846
RENDIMENTO;BRSARECTF006;2022-04-29;2022-04-29;0.62000000000;Abril/2022/2022;2022-05-13;;250798424556102807
RENDIMENTO;BRSARECTF006;2022-03-31;2022-03-31;0.62000000000;Março/2022/2022;2022-04-14;;2188686277491106803
RENDIMENTO;BRSARECTF006;2022-02-25;2022-02-25;0.62000000000;Fevereiro/2022/2022;2022-03-15;;15982024441151867323
RENDIMENTO;BRSARECTF006;2022-01-31;2022-01-31;0.63000000000;Janeiro/2022/2022;2022-02-14;;9566440929295323790
RENDIMENTO;BRSARECTF006;2021-12-30;2021-12-30;0.65000000000;Dezembro/2021/2021;2022-01-14;;12394150016250809975
RENDIMENTO;BRSARECTF006;2021-11-30;2021-11-30;0.62000000000;Novembro/2021/2021;2021-12-14;;10172214962958812962
RENDIMENTO;BRSARECTF006;2021-10-29;2021-10-29;0.60000000000;Outubro/2021/2021;2021-11-16;;3345304231218406601
RENDIMENTO;BRSARECTF006;2021-09-30;2021-09-30;0.60000000000;Setembro/2021/2021;2021-10-15;;16479986799569262415
RENDIMENTO;BRSARECTF006;2021-08-31;2021-08-31;0.60000000000;Agosto/2021/2021;2021-09-15;;13098925460485038674
RENDIMENTO;BRSARECTF006;2021-07-30;2021-07-30;0.60000000000;Julho/2021/2021;2021-08-13;;7250063730796242844
RENDIMENTO;BRSARECTF006;2021-06-30;2021-06-30;0.62000000000;Junho/2021/2021;2021-07-14;;3988633592513256779
RENDIMENTO;BRSARER05M11;2021-06-30;2021-06-30;0.12063000000;JUNHO/2021/2021;2021-07-14;;7089848307921218131
RENDIMENTO;BRSARER06M10;2021-06-30;2021-06-30;0.18592000000;Junho/2021/2021;2021-07-14;;17286216798331926430
AMORTIZACAO RF;BRFISDCTF006;2022-05-04;2022-05-04;1.86464825860;04/05/2022/2022;2022-05-11;;5207491154009581076
AMORTIZACAO RF;BRFISDCTF006;2022-02-22;2022-02-22;11.18788955000;22/02/2022/2022;2022-03-03;;15563715378803004803
AMORTIZACAO RF;BRFISDCTF006;2021-11-26;2021-11-26;4.66162064000;26/11/2021/2021;2021-12-03;;16269878863001012281
RENDIMENTO;BRFISDCTF006;2021-10-20;2021-10-20;6.52626890000;20/10/2021/2021;2021-10-27;;14472102901834126019
RENDIMENTO;BRFISDCTF006;2021-09-09;2021-09-09;3.72929652000;09/09/2021/2021;2021-09-17;;2375302178170645517
RENDIMENTO;BRSFROR01M18;2022-04-19;2022-04-19;19.05644511000;Abril/2022;2022-04-26;;16039723092904716232
RENDIMENTO;BRSEQRCTF002;2022-06-07;2022-06-07;0.62790000000;05-2022/2022;2022-06-14;;4121046009131472275
RENDIMENTO;BRSEQRR03M15;2022-06-07;2022-06-07;0.62790000000;05-2022/2022;2022-06-14;;9417385727247257048
RENDIMENTO;BRSEQRCTF002;2022-05-06;2022-05-06;0.62790000000;04-2022/2022;2022-05-13;;18254695494819649590
RENDIMENTO;BRSEQRR03M15;2022-05-06;2022-05-06;0.62790000000;04-2022/2022;2022-05-13;;13063929069806551282
RENDIMENTO;BRSEQRCTF002;2022-04-07;2022-04-07;0.62790000000;03-2022/2022;2022-04-14;;9776855988976326457
RENDIMENTO;BRSEQRR03M15;2022-04-07;2022-04-07;0.62790000000;03-2022/2022;2022-04-14;;6630356310431388347
RENDIMENTO;BRSEQRCTF002;2022-03-08;2022-03-08;0.62790000000;02-2022/2022;2022-03-15;;10754862953397120395
RENDIMENTO;BRSEQRR03M15;2022-03-08;2022-03-08;0.62790000000;02-2022/2022;2022-03-15;;10754733634873793705
RENDIMENTO;BRSEQRCTF002;2022-02-07;2022-02-07;0.62790000000;01-2022/2022;2022-02-14;;15137823496875551595
RENDIMENTO;BRSEQRR03M15;2022-02-07;2022-02-07;0.62790000000;01-2022/2022;2022-02-14;;18123732035425178642
RENDIMENTO;BRSEQRCTF002;2022-01-07;2022-01-07;0.62790000000;12-2021/2021;2022-01-14;;5436584540158788048
RENDIMENTO;BRSEQRR03M15;2022-01-07;2022-01-07;0.62790000000;12-2021/2021;2022-01-14;;2562925390726066854
RENDIMENTO;BRSEQRCTF002;2021-12-07;2021-12-07;0.62790000000;11-2021/2021;2021-12-14;;5426142842036155217
RENDIMENTO;BRSEQRR03M15;2021-12-07;2021-12-07;0.62790000000;11-2021/2021;2021-12-14;;7488614296969571506
RENDIMENTO;BRSEQRCTF002;2021-11-08;2021-11-08;0.62790000000;10-2021/2021;2021-11-16;;15224651008438653789
RENDIMENTO;BRSEQRR03M15;2021-11-08;2021-11-08;0.62790000000;10-2021/2021;2021-11-16;;5754993529276107755
RENDIMENTO;BRSEQRCTF002;2021-10-07;2021-10-07;0.67140000000;09-2021/2021;2021-10-15;;4603645538708394060
RENDIMENTO;BRSEQRR03M15;2021-10-07;2021-10-07;0.67140000000;09-2021/2021;2021-10-15;;8231034966949800429
RENDIMENTO;BRSEQRCTF002;2021-09-08;2021-09-08;0.69630000000;08-2021/2021;2021-09-15;;1127075977510615719
RENDIMENTO;BRSEQRR03M15;2021-09-08;2021-09-08;0.69630000000;08-2021/2021;2021-09-15;;11564506885000997659
RENDIMENTO;BRSEQRCTF002;2021-08-06;2021-08-06;0.69498000000;07-2021/2021;2021-08-13;;10197958111945074212
RENDIMENTO;BRSEQRCTF002;2021-07-07;2021-07-07;0.67470000000;06-2021/2021;2021-07-15;;16858842190973057042
RENDIMENTO;BRSRVDCTF004;2022-04-07;2022-04-07;0.20000000000;03-2022/2022;2022-04-14;;9048566885495487456
RENDIMENTO;BRSRVDCTF004;2022-02-07;2022-02-07;0.09800000000;01-2022/2022;2022-02-14;;16589675778000014254
RENDIMENTO;BRSRVDCTF004;2022-01-07;2022-01-07;0.12500000000;12-2021/2021;2022-01-14;;7311592942436123347
RENDIMENTO;BRWPLZCTF004;2022-05-31;2022-05-31;0.30000000000;Maio/2022;2022-06-14;;802357312996965199
RENDIMENTO;BRWPLZCTF004;2022-04-29;2022-04-29;0.30000000000;Abril/2022;2022-05-13;;524859391974259277
RENDIMENTO;BRWPLZCTF004;2022-03-31;2022-03-31;0.30000000000;Março/2022;2022-04-14;;1059161266257872126
RENDIMENTO;BRWPLZCTF004;2022-02-25;2022-02-25;0.30000000000;Fevereiro/2022;2022-03-15;;13900109414701759702
RENDIMENTO;BRWPLZCTF004;2022-01-31;2022-01-31;0.25000000000;Janeiro/2022;2022-02-14;;16912290802927216918
RENDIMENTO;BRWPLZCTF004;2021-12-30;2021-12-30;0.37000000000;Dezembro/2021;2022-01-14;;7768710926708702253
RENDIMENTO;BRWPLZCTF004;2021-11-30;2021-11-30;0.35000000000;Novembro/2021;2021-12-14;;9108602644161494782
RENDIMENTO;BRWPLZCTF004;2021-10-29;2021-10-29;0.25000000000;Outubro/2021;2021-11-16;;12532512841381613941
RENDIMENTO;BRWPLZCTF004;2021-09-30;2021-09-30;0.15000000000;Setembro/2021;2021-10-15;;8460214376405409991
RENDIMENTO;BRSIGRR01M15;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;5233396999383264439
RENDIMENTO;BRSIGRR02M14;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;17064546789874243256
RENDIMENTO;BRSIGRR03M13;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;7710460872397436497
RENDIMENTO;BRSIGRR04M12;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;13916096638804078873
RENDIMENTO;BRSIGRR05M11;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;10299987749649779984
RENDIMENTO;BRSIGRR06M10;2022-06-15;2022-06-15;1.55800100000;Maio/2022;2022-06-23;;4835357166498292853
RENDIMENTO;BRSIGRR01M15;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;13395480882353927881
RENDIMENTO;BRSIGRR02M14;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;16520496819618055619
RENDIMENTO;BRSIGRR03M13;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;18088199748448271985
RENDIMENTO;BRSIGRR04M12;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;14771565578806538156
RENDIMENTO;BRSIGRR05M11;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;14861776525377324799
RENDIMENTO;BRSIGRR06M10;2022-05-16;2022-05-16;1.43916500000;Abril/2022;2022-05-23;;6892439180349139782
RENDIMENTO;BRSIGRR01M15;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;14655676358575737652
RENDIMENTO;BRSIGRR02M14;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;1883845751286122659
RENDIMENTO;BRSIGRR03M13;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;6102590145051764721
RENDIMENTO;BRSIGRR04M12;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;5854797859833023731
RENDIMENTO;BRSIGRR05M11;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;17956750304781306346
RENDIMENTO;BRSIGRR06M10;2022-04-18;2022-04-18;1.22739630500;Março/2022;2022-04-26;;17107993047517796856
RENDIMENTO;BRSIGRR01M15;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;6996441895576890874
RENDIMENTO;BRSIGRR02M14;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;1670078914322423838
RENDIMENTO;BRSIGRR03M13;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;10518280897499881881
RENDIMENTO;BRSIGRR04M12;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;1640029962923776880
RENDIMENTO;BRSIGRR05M11;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;4687627912551424127
RENDIMENTO;BRSIGRR06M10;2022-03-16;2022-03-16;1.24250800000;Fevereiro/2022;2022-03-23;;11889832538101054100
RENDIMENTO;BRSIGRR01M15;2022-02-15;2022-02-15;1.13465600000;Janeiro/2022;2022-02-22;;9080636511629862530
RENDIMENTO;BRSIGRR02M14;2022-02-15;2022-02-15;1.13465600000;Janeiro/2022;2022-02-22;;704337761545337396
RENDIMENTO;BRSIGRR03M13;2022-02-15;2022-02-15;1.13465600000;Janeiro/2022;2022-02-22;;14283298358260515009
RENDIMENTO;BRSIGRR04M12;2022-02-15;2022-02-15;1.13465600000;Janeiro/2022;2022-02-22;;623307697269249144
RENDIMENTO;BRSIGRR05M11;2022-02-15;2022-02-15;1.13465600000;Janeiro/2022;2022-02-22;;17127356239463630755
RENDIMENTO;BRSIGRR06M10;2022-02-15;2022-02-15;0.04538600000;Janeiro/2022;2022-02-22;;11085225382691489596
RENDIMENTO;BRSIGRR01M15;2022-01-17;2022-01-17;1.09365300000;Dezembro/2021;2022-01-24;;11581706438992668011
RENDIMENTO;BRSIGRR02M14;2022-01-17;2022-01-17;1.09365300000;Dezembro/2021;2022-01-24;;18410970021852032022
RENDIMENTO;BRSIGRR03M13;2022-01-17;2022-01-17;1.09365300000;Dezembro/2021;2022-01-24;;4116056030818006316
RENDIMENTO;BRSIGRR04M12;2022-01-17;2022-01-17;1.09365300000;Dezembro/2021;2022-01-24;;1518151798632999860
RENDIMENTO;BRSIGRR05M11;2022-01-17;2022-01-17;0.32125200000;Dezembro/2021;2022-01-24;;10238228989149212658
RENDIMENTO;BRSIGRR01M15;2021-12-15;2021-12-15;0.95558400000;Novembro/2021;2021-12-22;;3937243269684551992
